timestamp,role,experience,usage_frequency,devices,workflows_used,workflows_used_count,workflow_to_improve,workflow_category,workflow_frequency,steps_estimate,steps_numeric,intrinsic_difficulty,extraneous_difficulty,task_time,task_time_seconds,friction_points,friction_tags,stuck_point,stuck_tags,key_fix,key_fix_category,priority_workflows,priority_primary,priority_secondary,clarity_importance,comments,task_time_category,role_Student,role_Administrative_staff,role_Academic_staff_(lecturer),priority_score,role_Academic staff (lecturer),role_Administrative staff,uses_desktop,uses_mobile,open_text_all,tokens,lemmas,themes,clean_text,dominant_topic
2025-11-12 08:09:52.006,Student,Less than 6 months,A few times per month,Desktop / Laptop,"Search and register for courses, View grades or exam results",2,Search and register for courses,,Monthly,3-4,3.5,2,2,1–3 min,120.0,I can’t find the right menu or label,,,,,,"Search and register for courses, View grades or exam results",,,3,,1.0,1,0,0,9,False,False,1,0,I can’t find the right menu or label,"['find', 'right', 'menu', 'label']","['find', 'right', 'menu', 'label']","['navigation', 'navigation', 'navigation']",find right menu label,1
2025-11-12 11:24:24.082,Student,1-3 years,A few times per month,Desktop / Laptop,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",2,Find a student’s transcript and export it (PDF/CSV),,A few times per semester,5-6,5.5,3,4,< 1 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Important actions are hidden / too small / far away",,it only was hard to use in the first time ,,better design,,"Search and register for courses, View grades or exam results",,,4,Usually I do not use LAIS to see the grades for the exam. I do it in our university moodle page,,1,0,0,13,False,False,1,0,"I can’t find the right menu or label, Too many pages/tabs for one action, Important actions are hidden / too small / far away it only was hard to use in the first time  Usually I do not use LAIS to see the grades for the exam. I do it in our university moodle page better design","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'hard', 'use', 'first', 'time', 'usually', 'use', 'lais', 'see', 'grades', 'exam', 'university', 'moodle', 'page', 'better', 'design']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'important', 'action', 'hidden', 'small', 'far', 'away', 'hard', 'use', 'first', 'time', 'usually', 'use', 'lais', 'see', 'grade', 'exam', 'university', 'moodle', 'page', 'better', 'design']","['navigation', 'navigation', 'navigation', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'navigation']",find right menu label many one action important actions hidden small far away hard use first time usually use lais see grades exam university moodle page better design,2
2025-11-12 13:20:54.616,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone",View grades or exam results,1,Search and register for courses,,A few times per semester,5-6,5.5,3,4,3–5 min,240.0,Too many pages/tabs for one action,,,,,,"View grades or exam results, Enrol / Unenrol a student in a course",,,2,,2.0,1,0,0,10,False,False,1,1,Too many pages/tabs for one action,"['many', 'one', 'action']","['many', 'one', 'action']",[],many one action,4
2025-11-14 13:52:10.354,Student,6-12 months,Rarely,Desktop / Laptop,"Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,Search and register for courses,,A few times per semester,3-4,3.5,2,3,1–3 min,120.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,,,,,"Search and register for courses, View grades or exam results",,,3,,1.0,1,0,0,11,False,False,1,0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label many one action confusing terminology unclear field names important actions hidden small far away,2
2025-11-14 15:51:29.412,Administrative staff,1-3 years,Daily,Desktop / Laptop,"Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Enter / Edit an exam grade, Enrol / Unenrol a student in a course, Submit or approve course grades, Search / View course lists",7,View or update personal profile / contact information,,A few times per semester,Not sure,3.5,1,4,3–5 min,240.0,"Too many pages/tabs for one action, Important actions are hidden / too small / far away, Performance is slow at key moments",,There need to be a specific order to your data entering into windows specified.,,"I would hightly benefit from automatic import of students data from a spreadsheet or csv file, it would save hours of work and prevent unnecessary mistakes. Also, the date of graduation for students needs to be entered manually, it should be calculated by the system itself.",,View or update personal profile / contact information,,,5,"Please, automate data entry from a standardized data set.",2.0,0,1,0,17,False,True,1,0,"Too many pages/tabs for one action, Important actions are hidden / too small / far away, Performance is slow at key moments There need to be a specific order to your data entering into windows specified. Please, automate data entry from a standardized data set. I would hightly benefit from automatic import of students data from a spreadsheet or csv file, it would save hours of work and prevent unnecessary mistakes. Also, the date of graduation for students needs to be entered manually, it should be calculated by the system itself.","['many', 'one', 'action', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'performance', 'slow', 'key', 'moments', 'need', 'specific', 'order', 'data', 'entering', 'windows', 'specified', 'please', 'automate', 'data', 'entry', 'standardized', 'data', 'set', 'would', 'hightly', 'benefit', 'automatic', 'import', 'students', 'data', 'spreadsheet', 'csv', 'file', 'would', 'save', 'hours', 'work', 'prevent', 'unnecessary', 'mistakes', 'also', 'date', 'graduation', 'students', 'needs', 'entered', 'manually', 'calculated', 'system']","['many', 'one', 'action', 'important', 'action', 'hidden', 'small', 'far', 'away', 'performance', 'slow', 'key', 'moment', 'need', 'specific', 'order', 'data', 'entering', 'window', 'specified', 'please', 'automate', 'data', 'entry', 'standardized', 'data', 'set', 'would', 'hightly', 'benefit', 'automatic', 'import', 'student', 'data', 'spreadsheet', 'csv', 'file', 'would', 'save', 'hour', 'work', 'prevent', 'unnecessary', 'mistake', 'also', 'date', 'graduation', 'student', 'need', 'entered', 'manually', 'calculated', 'system']","['layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'performance_feedback', 'performance_feedback', 'performance_feedback']",many one action important actions hidden small far away performance slow key moments need specific order data entering windows specified please automate data entry standardized data set would hightly benefit automatic import students data spreadsheet csv file would save hours work prevent unnecessary mistakes also date graduation students needs entered manually calculated system,2
2025-11-14 16:19:15.610,Administrative staff,3+ years,A few times per month,Desktop / Laptop,"Generate a student payment or status report, View or export students tuition payments and plan.",2,Generate a student payment or status report,,Monthly,Not sure,3.5,3,5,> 10 min,660.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Performance is slow at key moments, Access or permission issues block me, It is too confusing, so I have to repeatedly ask my colleagues to help me handle this task.",,"there is no way to see every students tuition payment plan and compare it with the data from their agreements, I need to look separatly for each of the students.",,If there was a few clicks option to export this information.,,Generate a student payment or status report,,,5,,4.0,0,1,0,15,False,True,1,0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Performance is slow at key moments, Access or permission issues block me, It is too confusing, so I have to repeatedly ask my colleagues to help me handle this task. there is no way to see every students tuition payment plan and compare it with the data from their agreements, I need to look separatly for each of the students. If there was a few clicks option to export this information.","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'performance', 'slow', 'key', 'moments', 'access', 'permission', 'issues', 'block', 'confusing', 'repeatedly', 'ask', 'colleagues', 'help', 'handle', 'task', 'way', 'see', 'every', 'students', 'tuition', 'payment', 'plan', 'compare', 'data', 'agreements', 'need', 'look', 'separatly', 'students', 'clicks', 'option', 'export', 'information']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'performance', 'slow', 'key', 'moment', 'access', 'permission', 'issue', 'block', 'confusing', 'repeatedly', 'ask', 'colleague', 'help', 'handle', 'task', 'way', 'see', 'every', 'student', 'tuition', 'payment', 'plan', 'compare', 'data', 'agreement', 'need', 'look', 'separatly', 'student', 'click', 'option', 'export', 'information']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'performance_feedback', 'performance_feedback', 'permissions_access', 'permissions_access', 'permissions_access', 'clarity_terminology']",find right menu label many one action confusing terminology unclear field names important actions hidden small far away performance slow key moments access permission issues block confusing repeatedly ask colleagues help handle task way see every students tuition payment plan compare data agreements need look separatly students clicks option export information,2
2025-11-14 16:24:05.258,Administrative staff,1-3 years,Daily,Desktop / Laptop,"View or update personal profile / contact information, Search and register for courses, View course schedule, View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Enter / Edit an exam grade, Enrol / Unenrol a student in a course, Approve or update a study plan, Generate a student payment or status report, Submit or approve course grades, Search / View course lists, Create or update course information, Manage tuition payments or invoices (administrators), Prepare academic reports or statistics",14,Enter / Edit an exam grade,,Weekly,5-6,5.5,1,4,1–3 min,120.0,Too many pages/tabs for one action,,"You can edit students grade dircetly in their profile, instead you need find a specific section ""old students grades"" and edit it on there.",,Just allow the process to be streamlined and contained to a single workflow.,,Enter / Edit an exam grade,,,4,,1.0,0,1,0,23,False,True,1,0,"Too many pages/tabs for one action You can edit students grade dircetly in their profile, instead you need find a specific section ""old students grades"" and edit it on there. Just allow the process to be streamlined and contained to a single workflow.","['many', 'one', 'action', 'edit', 'students', 'grade', 'dircetly', 'profile', 'instead', 'need', 'find', 'specific', 'section', 'old', 'students', 'grades', 'edit', 'allow', 'process', 'streamlined', 'contained', 'single', 'workflow']","['many', 'one', 'action', 'edit', 'student', 'grade', 'dircetly', 'profile', 'instead', 'need', 'find', 'specific', 'section', 'old', 'student', 'grade', 'edit', 'allow', 'process', 'streamlined', 'contained', 'single', 'workflow']",['navigation'],many one action edit students grade dircetly profile instead need find specific section old students grades edit allow process streamlined contained single workflow,2
2025-11-14 16:37:08.121,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone",View grades or exam results,1,Search / View course lists,,Weekly,1-2,1.5,3,3,3–5 min,240.0,I can’t find the right menu or label,,,,,,"View course schedule, View grades or exam results",,,3,,2.0,1,0,0,10,False,False,1,1,I can’t find the right menu or label,"['find', 'right', 'menu', 'label']","['find', 'right', 'menu', 'label']","['navigation', 'navigation', 'navigation']",find right menu label,1
2025-11-14 16:38:02.388,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,View grades or exam results,,Monthly,3-4,3.5,2,4,1–3 min,120.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Validation errors are unclear or appear too late, Mobile view is hard to use",,,,,,"View grades or exam results, Approve or update a study plan",,,5,,1.0,1,0,0,14,False,False,1,1,"I can’t find the right menu or label, Too many pages/tabs for one action, Validation errors are unclear or appear too late, Mobile view is hard to use","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'validation', 'errors', 'unclear', 'appear', 'late', 'mobile', 'view', 'hard', 'use']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'validation', 'error', 'unclear', 'appear', 'late', 'mobile', 'view', 'hard', 'use']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'performance_feedback', 'performance_feedback', 'navigation']",find right menu label many one action validation errors unclear appear late mobile view hard use,1
2025-11-14 16:38:11.216,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","View or update personal profile / contact information, Search and register for courses, View course schedule, View grades or exam results",4,Enrol / Unenrol a student in a course,,Monthly,3-4,3.5,3,4,1–3 min,120.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Validation errors are unclear or appear too late",,,,,,"Search and register for courses, View grades or exam results",,,3,,1.0,1,0,0,14,False,False,1,1,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Validation errors are unclear or appear too late","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'validation', 'errors', 'unclear', 'appear', 'late']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'validation', 'error', 'unclear', 'appear', 'late']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'clarity_terminology', 'performance_feedback', 'performance_feedback']",find right menu label confusing terminology unclear field names important actions hidden small far away validation errors unclear appear late,2
2025-11-14 16:38:19.368,Student,1-3 years,A few times per month,Desktop / Laptop,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",2,Search and register for courses,,Weekly,3-4,3.5,2,2,1–3 min,120.0,"I can’t find the right menu or label, Confusing terminology or unclear field names",,,,,,"Search and register for courses, Find a student’s transcript and export it (PDF/CSV)",,,3,,1.0,1,0,0,9,False,False,1,0,"I can’t find the right menu or label, Confusing terminology or unclear field names","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology']",find right menu label confusing terminology unclear field names,4
2025-11-14 16:38:39.341,Student,3+ years,A few times per month,Mobile phone,View grades or exam results,1,View grades or exam results,,Monthly,5-6,5.5,2,4,1–3 min,120.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Important actions are hidden / too small / far away",,,,,,"Search and register for courses, View grades or exam results",,,3,,1.0,1,0,0,10,False,False,0,1,"I can’t find the right menu or label, Too many pages/tabs for one action, Important actions are hidden / too small / far away","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'important', 'actions', 'hidden', 'small', 'far', 'away']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'important', 'action', 'hidden', 'small', 'far', 'away']","['navigation', 'navigation', 'navigation', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label many one action important actions hidden small far away,2
2025-11-14 16:38:44.616,Student,1-3 years,Rarely,Desktop / Laptop,"View grades or exam results, Generate a student payment or status report",2,Submit or approve course grades,,A few times per semester,1-2,1.5,1,2,1–3 min,120.0,"Validation errors are unclear or appear too late, Missing or slow system feedback after actions",,Some weird ui errors,,Design,,View course schedule,,,2,,1.0,1,0,0,7,False,False,1,0,"Validation errors are unclear or appear too late, Missing or slow system feedback after actions Some weird ui errors Design","['validation', 'errors', 'unclear', 'appear', 'late', 'missing', 'slow', 'system', 'feedback', 'actions', 'weird', 'ui', 'errors', 'design']","['validation', 'error', 'unclear', 'appear', 'late', 'missing', 'slow', 'system', 'feedback', 'action', 'weird', 'ui', 'error', 'design']","['clarity_terminology', 'performance_feedback', 'performance_feedback', 'performance_feedback', 'performance_feedback', 'performance_feedback']",validation errors unclear appear late missing slow system feedback actions weird ui errors design,3
2025-11-14 16:39:24.616,Student,Less than 6 months,Rarely,Desktop / Laptop,View grades or exam results,1,Enrol / Unenrol a student in a course,,Rarely,3-4,3.5,3,1,1–3 min,120.0,I can’t find the right menu or label,,,,,,"Search and register for courses, Enrol / Unenrol a student in a course",,,2,,1.0,1,0,0,7,False,False,1,0,I can’t find the right menu or label,"['find', 'right', 'menu', 'label']","['find', 'right', 'menu', 'label']","['navigation', 'navigation', 'navigation']",find right menu label,1
2025-11-14 16:39:35.935,Student,1-3 years,once 2-3 months ,Desktop / Laptop,Find a student’s transcript and export it (PDF/CSV),1,View grades or exam results,,A few times per semester,1-2,1.5,1,2,1–3 min,120.0,"Confusing terminology or unclear field names, Mobile view is hard to use",,,,mobile version ,,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",,,4,The design is awful ,1.0,1,0,0,8,False,False,1,0,"Confusing terminology or unclear field names, Mobile view is hard to use The design is awful  mobile version","['confusing', 'terminology', 'unclear', 'field', 'names', 'mobile', 'view', 'hard', 'use', 'design', 'awful', 'mobile', 'version']","['confusing', 'terminology', 'unclear', 'field', 'name', 'mobile', 'view', 'hard', 'use', 'design', 'awful', 'mobile', 'version']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'navigation']",confusing terminology unclear field names mobile view hard use design awful mobile version,4
2025-11-14 16:39:45.455,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone, Tablet",View grades or exam results,1,Search and register for courses,,Rarely,3-4,3.5,2,4,3–5 min,240.0,"I can’t find the right menu or label, Mobile view is hard to use",,,,,,"Search and register for courses, View grades or exam results",,,3,,2.0,1,0,0,10,False,False,1,1,"I can’t find the right menu or label, Mobile view is hard to use","['find', 'right', 'menu', 'label', 'mobile', 'view', 'hard', 'use']","['find', 'right', 'menu', 'label', 'mobile', 'view', 'hard', 'use']","['navigation', 'navigation', 'navigation', 'navigation']",find right menu label mobile view hard use,1
2025-11-14 16:39:48.410,Student,1-3 years,A few times per month,Mobile phone,"Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,Find a student’s transcript and export it (PDF/CSV),,Monthly,3-4,3.5,2,4,1–3 min,120.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,,,,,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",,,3,,1.0,1,0,0,12,False,False,0,1,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label confusing terminology unclear field names important actions hidden small far away,2
2025-11-14 16:40:40.679,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone",View or update personal profile / contact information,1,Search and register for courses,,Monthly,5-6,5.5,3,4,3–5 min,240.0,I can’t find the right menu or label,,"I need to searc my code, in computer it is autosaved",,"Registration to courses, sometimes I go wrong",,Search and register for courses,,,3,,2.0,1,0,0,11,False,False,1,1,"I can’t find the right menu or label I need to searc my code, in computer it is autosaved Registration to courses, sometimes I go wrong","['find', 'right', 'menu', 'label', 'need', 'searc', 'code', 'computer', 'autosaved', 'registration', 'courses', 'sometimes', 'go', 'wrong']","['find', 'right', 'menu', 'label', 'need', 'searc', 'code', 'computer', 'autosaved', 'registration', 'course', 'sometimes', 'go', 'wrong']","['navigation', 'navigation', 'navigation']",find right menu label need searc code computer autosaved registration courses sometimes go wrong,1
2025-11-14 16:42:17.347,Student,1-3 years,Rarely,Desktop / Laptop,"Search and register for courses, View grades or exam results",2,View grades or exam results,,A few times per semester,3-4,3.5,2,3,1–3 min,120.0,Confusing terminology or unclear field names,,,,,,"Search and register for courses, View grades or exam results",,,4,,1.0,1,0,0,11,False,False,1,0,Confusing terminology or unclear field names,"['confusing', 'terminology', 'unclear', 'field', 'names']","['confusing', 'terminology', 'unclear', 'field', 'name']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology']",confusing terminology unclear field names,4
2025-11-14 16:42:32.555,Academic staff (lecturer),3+ years,A few times per month,Desktop / Laptop,Enter / Edit an exam grade,1,Search and register for courses,,A few times per semester,5-6,5.5,4,4,3–5 min,240.0,"Validation errors are unclear or appear too late, Mobile view is hard to use",,When using mobile app I encountered difficulties,,Improved mobile app,,"View course schedule, Enter / Edit an exam grade",,,4,,2.0,0,0,1,13,True,False,1,0,"Validation errors are unclear or appear too late, Mobile view is hard to use When using mobile app I encountered difficulties Improved mobile app","['validation', 'errors', 'unclear', 'appear', 'late', 'mobile', 'view', 'hard', 'use', 'using', 'mobile', 'app', 'encountered', 'difficulties', 'improved', 'mobile', 'app']","['validation', 'error', 'unclear', 'appear', 'late', 'mobile', 'view', 'hard', 'use', 'using', 'mobile', 'app', 'encountered', 'difficulty', 'improved', 'mobile', 'app']","['clarity_terminology', 'performance_feedback', 'performance_feedback', 'navigation']",validation errors unclear appear late mobile view hard use using mobile app encountered difficulties improved mobile app,1
2025-11-14 16:43:03.148,Student,Less than 6 months,Rarely,Desktop / Laptop,"Search and register for courses, Search / View course lists",2,View grades or exam results,,Monthly,Not sure,3.5,2,4,5–10 min,450.0,"Too many pages/tabs for one action, Validation errors are unclear or appear too late",,,,,,"View course schedule, View grades or exam results",,,2,,3.0,1,0,0,10,False,False,1,0,"Too many pages/tabs for one action, Validation errors are unclear or appear too late","['many', 'one', 'action', 'validation', 'errors', 'unclear', 'appear', 'late']","['many', 'one', 'action', 'validation', 'error', 'unclear', 'appear', 'late']","['clarity_terminology', 'performance_feedback', 'performance_feedback']",many one action validation errors unclear appear late,3
2025-11-14 16:43:29.076,Student,1-3 years,A few times per month,Mobile phone,"Search and register for courses, Find a student’s transcript and export it (PDF/CSV)",2,Search and register for courses,,A few times per semester,5-6,5.5,2,4,3–5 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action",,,,,,"Search and register for courses, Enrol / Unenrol a student in a course",,,4,,2.0,1,0,0,12,False,False,0,1,"I can’t find the right menu or label, Too many pages/tabs for one action","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['navigation', 'navigation', 'navigation']",find right menu label many one action,1
2025-11-14 16:43:59.545,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone",View or update personal profile / contact information,1,Search / View course lists,,A few times per semester,1-2,1.5,1,1,< 1 min,240.0,Mobile view is hard to use,,,,,,Search / View course lists,,,2,,,1,0,0,5,False,False,1,1,Mobile view is hard to use,"['mobile', 'view', 'hard', 'use']","['mobile', 'view', 'hard', 'use']",['navigation'],mobile view hard use,1
2025-11-14 16:45:01.751,Student,1-3 years,A few times per month,Desktop / Laptop,"Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Generate a student payment or status report, Search / View course lists",5,Search and register for courses,,Monthly,3-4,3.5,3,3,3–5 min,240.0,"Too many pages/tabs for one action, Confusing terminology or unclear field names",,"When you enroll the course you have to press on the numbers, that is confusing ",,More understandable names for the tabs ,,Enrol / Unenrol a student in a course,,,3,Nope,2.0,1,0,0,14,False,False,1,0,"Too many pages/tabs for one action, Confusing terminology or unclear field names When you enroll the course you have to press on the numbers, that is confusing  Nope More understandable names for the tabs","['many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'enroll', 'course', 'press', 'numbers', 'confusing', 'nope', 'understandable', 'names', 'tabs']","['many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'enroll', 'course', 'press', 'number', 'confusing', 'nope', 'understandable', 'name', 'tab']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology']",many one action confusing terminology unclear field names enroll course press numbers confusing nope understandable names tabs,4
2025-11-14 16:45:34.490,Student,1-3 years,A few times per week,Desktop / Laptop,"View grades or exam results, Search / View course lists",2,Search / View course lists,,Weekly,Not sure,3.5,3,3,< 1 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action",,,,,,"View course schedule, View grades or exam results",,,4,,,1,0,0,12,False,False,1,0,"I can’t find the right menu or label, Too many pages/tabs for one action","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['find', 'right', 'menu', 'label', 'many', 'one', 'action']","['navigation', 'navigation', 'navigation']",find right menu label many one action,1
2025-11-14 16:48:33.683,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone",View grades or exam results,1,View course schedule,,Weekly,3-4,3.5,1,3,< 1 min,240.0,"I can’t find the right menu or label, Confusing terminology or unclear field names",,,,,,"View course schedule, View grades or exam results",,,2,,,1,0,0,7,False,False,1,1,"I can’t find the right menu or label, Confusing terminology or unclear field names","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology']",find right menu label confusing terminology unclear field names,4
2025-11-14 16:48:35.466,Student,6-12 months,Rarely,"Desktop / Laptop, Mobile phone",View grades or exam results,1,View grades or exam results,,Rarely,Not sure,3.5,5,2,> 10 min,660.0,Access or permission issues block me,,,,,,"View course schedule, View grades or exam results",,,4,,4.0,1,0,0,12,False,False,1,1,Access or permission issues block me,"['access', 'permission', 'issues', 'block']","['access', 'permission', 'issue', 'block']","['permissions_access', 'permissions_access', 'permissions_access']",access permission issues block,2
2025-11-14 16:49:14.782,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone",View grades or exam results,1,View grades or exam results,,Monthly,1-2,1.5,2,2,< 1 min,240.0,Confusing terminology or unclear field names,,,,,,"Search and register for courses, View grades or exam results",,,3,,,1,0,0,8,False,False,1,1,Confusing terminology or unclear field names,"['confusing', 'terminology', 'unclear', 'field', 'names']","['confusing', 'terminology', 'unclear', 'field', 'name']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology']",confusing terminology unclear field names,4
2025-11-14 17:16:14.915,Administrative staff,6-12 months,A few times per month,Desktop / Laptop,"Enter / Edit an exam grade, Submit or approve course grades",2,Approve or update a study plan,,Rarely,Not sure,3.5,5,5,> 10 min,660.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Validation errors are unclear or appear too late",,,,More user friendly apperance,,"Enter / Edit an exam grade, Enrol / Unenrol a student in a course",,,5,,4.0,0,1,0,17,False,True,1,0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Validation errors are unclear or appear too late More user friendly apperance","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'validation', 'errors', 'unclear', 'appear', 'late', 'user', 'friendly', 'apperance']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'validation', 'error', 'unclear', 'appear', 'late', 'user', 'friendly', 'apperance']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'clarity_terminology', 'performance_feedback', 'performance_feedback']",find right menu label confusing terminology unclear field names validation errors unclear appear late user friendly apperance,4
